16732|CPB|Campbell Soup Co|20190926|NYSE|2000|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CPB_0000016732_10K_20190728_Item1A_excerpt.txt
106040|WDC|Western Digital Corp|20190827|NASDAQ|3572|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/WDC_0000106040_10K_20190628_Item1A_excerpt.txt
816761|TDC|Teradata Corp|20190301|NYSE|3571|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/TDC_0000816761_10KA_20181231_Item1A_excerpt.txt
816761|TDC|Teradata Corp|20190226|NYSE|3571|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/TDC_0000816761_10K_20181231_Item1A_excerpt.txt
1061937|HST|HOST HOTELS & RESORTS L.P.|20190226|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/HST_0001061937_10K_20181231_Item1A_excerpt.txt
23217|CAG|Conagra Foods Inc|20190719|NYSE|2000|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CAG_0000023217_10K_20190526_Item1A_excerpt.txt
764478|BBY|Best Buy Co Inc|20190328|NYSE|5731|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/BBY_0000764478_10K_20190202_Item1A_excerpt.txt
78814|PBI|Pitney Bowes Inc|20190220|NYSE|3579|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PBI_0000078814_10K_20181231_Item1A_excerpt.txt
320193|AAPL|Apple Inc|20191031|NASDAQ|3571|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AAPL_0000320193_10K_20190928_Item1A_excerpt.txt
81033|PEG|Public Service Electric & Gas Co|20190228||4931|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PEG_0000081033_10K_20181231_Item1A_excerpt.txt
4904|AEP|American Electric Power Co Inc|20190221|NYSE|4911|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AEP_0000004904_10K_20181231_Item1A_excerpt.txt
318154|AMGN|Amgen Inc|20190213|NASDAQ|2836|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AMGN_0000318154_10K_20181231_Item1A_excerpt.txt
24741|GLW|Corning Inc|20190212|NYSE|3357|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/GLW_0000024741_10K_20181231_Item1A_excerpt.txt
38777|BEN|Franklin Resources Inc|20191112|NYSE|6282|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/BEN_0000038777_10K_20190930_Item1A_excerpt.txt
48732|CNP|CENTERPOINT ENERGY HOUSTON ELECTRIC LLC|20190228|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CNP_0000048732_10K_20181231_Item1A_excerpt.txt
1045609|PLD|Prologis Inc|20190213|NYSE|6798|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PLD_0001045609_10K_20181231_Item1A_excerpt.txt
1289490|EXR|Extra Space Storage Inc|20190226|NYSE|6798|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/EXR_0001289490_10K_20181231_Item1A_excerpt.txt
1677703|CNDT|CONDUENT Inc|20190228|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CNDT_0001677703_10K_20181231_Item1A_excerpt.txt
920760|LEN|Lennar Corp|20190128|NYSE|1520|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/LEN_0000920760_10K_20181130_Item1A_excerpt.txt
